Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	DMSO_1_1 Spectral Count	DMSO_1_2 Spectral Count	DMSO_1_3 Spectral Count	DMSO_1_4 Spectral Count	DMSO_1_5 Spectral Count	DMSO_1_6 Spectral Count	DMSO_4_1 Spectral Count	DMSO_4_2 Spectral Count	DMSO_4_3 Spectral Count	DMSO_4_4 Spectral Count	DMSO_4_5 Spectral Count	DMSO_4_6 Spectral Count	DMSO_6_1 Spectral Count	DMSO_6_2 Spectral Count	DMSO_6_3 Spectral Count	DMSO_6_4 Spectral Count	DMSO_6_5 Spectral Count	DMSO_6_6 Spectral Count	brigatinib_1 Spectral Count	brigatinib_10 Spectral Count	brigatinib_100 Spectral Count	brigatinib_1000 Spectral Count	brigatinib_10000 Spectral Count	dabrafenib_1 Spectral Count	dabrafenib_10 Spectral Count	dabrafenib_100 Spectral Count	dabrafenib_1000 Spectral Count	dabrafenib_10000 Spectral Count	methotrexate_1 Spectral Count	methotrexate_10 Spectral Count	methotrexate_100 Spectral Count	methotrexate_1000 Spectral Count	methotrexate_10000 Spectral Count	DMSO_1_1 Unique Spectral Count	DMSO_1_2 Unique Spectral Count	DMSO_1_3 Unique Spectral Count	DMSO_1_4 Unique Spectral Count	DMSO_1_5 Unique Spectral Count	DMSO_1_6 Unique Spectral Count	DMSO_4_1 Unique Spectral Count	DMSO_4_2 Unique Spectral Count	DMSO_4_3 Unique Spectral Count	DMSO_4_4 Unique Spectral Count	DMSO_4_5 Unique Spectral Count	DMSO_4_6 Unique Spectral Count	DMSO_6_1 Unique Spectral Count	DMSO_6_2 Unique Spectral Count	DMSO_6_3 Unique Spectral Count	DMSO_6_4 Unique Spectral Count	DMSO_6_5 Unique Spectral Count	DMSO_6_6 Unique Spectral Count	brigatinib_1 Unique Spectral Count	brigatinib_10 Unique Spectral Count	brigatinib_100 Unique Spectral Count	brigatinib_1000 Unique Spectral Count	brigatinib_10000 Unique Spectral Count	dabrafenib_1 Unique Spectral Count	dabrafenib_10 Unique Spectral Count	dabrafenib_100 Unique Spectral Count	dabrafenib_1000 Unique Spectral Count	dabrafenib_10000 Unique Spectral Count	methotrexate_1 Unique Spectral Count	methotrexate_10 Unique Spectral Count	methotrexate_100 Unique Spectral Count	methotrexate_1000 Unique Spectral Count	methotrexate_10000 Unique Spectral Count	DMSO_1_1 Total Spectral Count	DMSO_1_2 Total Spectral Count	DMSO_1_3 Total Spectral Count	DMSO_1_4 Total Spectral Count	DMSO_1_5 Total Spectral Count	DMSO_1_6 Total Spectral Count	DMSO_4_1 Total Spectral Count	DMSO_4_2 Total Spectral Count	DMSO_4_3 Total Spectral Count	DMSO_4_4 Total Spectral Count	DMSO_4_5 Total Spectral Count	DMSO_4_6 Total Spectral Count	DMSO_6_1 Total Spectral Count	DMSO_6_2 Total Spectral Count	DMSO_6_3 Total Spectral Count	DMSO_6_4 Total Spectral Count	DMSO_6_5 Total Spectral Count	DMSO_6_6 Total Spectral Count	brigatinib_1 Total Spectral Count	brigatinib_10 Total Spectral Count	brigatinib_100 Total Spectral Count	brigatinib_1000 Total Spectral Count	brigatinib_10000 Total Spectral Count	dabrafenib_1 Total Spectral Count	dabrafenib_10 Total Spectral Count	dabrafenib_100 Total Spectral Count	dabrafenib_1000 Total Spectral Count	dabrafenib_10000 Total Spectral Count	methotrexate_1 Total Spectral Count	methotrexate_10 Total Spectral Count	methotrexate_100 Total Spectral Count	methotrexate_1000 Total Spectral Count	methotrexate_10000 Total Spectral Count	DMSO_1_1 Intensity	DMSO_1_2 Intensity	DMSO_1_3 Intensity	DMSO_1_4 Intensity	DMSO_1_5 Intensity	DMSO_1_6 Intensity	DMSO_4_1 Intensity	DMSO_4_2 Intensity	DMSO_4_3 Intensity	DMSO_4_4 Intensity	DMSO_4_5 Intensity	DMSO_4_6 Intensity	DMSO_6_1 Intensity	DMSO_6_2 Intensity	DMSO_6_3 Intensity	DMSO_6_4 Intensity	DMSO_6_5 Intensity	DMSO_6_6 Intensity	brigatinib_1 Intensity	brigatinib_10 Intensity	brigatinib_100 Intensity	brigatinib_1000 Intensity	brigatinib_10000 Intensity	dabrafenib_1 Intensity	dabrafenib_10 Intensity	dabrafenib_100 Intensity	dabrafenib_1000 Intensity	dabrafenib_10000 Intensity	methotrexate_1 Intensity	methotrexate_10 Intensity	methotrexate_100 Intensity	methotrexate_1000 Intensity	methotrexate_10000 Intensity	DMSO_1_1 MaxLFQ Intensity	DMSO_1_2 MaxLFQ Intensity	DMSO_1_3 MaxLFQ Intensity	DMSO_1_4 MaxLFQ Intensity	DMSO_1_5 MaxLFQ Intensity	DMSO_1_6 MaxLFQ Intensity	DMSO_4_1 MaxLFQ Intensity	DMSO_4_2 MaxLFQ Intensity	DMSO_4_3 MaxLFQ Intensity	DMSO_4_4 MaxLFQ Intensity	DMSO_4_5 MaxLFQ Intensity	DMSO_4_6 MaxLFQ Intensity	DMSO_6_1 MaxLFQ Intensity	DMSO_6_2 MaxLFQ Intensity	DMSO_6_3 MaxLFQ Intensity	DMSO_6_4 MaxLFQ Intensity	DMSO_6_5 MaxLFQ Intensity	DMSO_6_6 MaxLFQ Intensity	brigatinib_1 MaxLFQ Intensity	brigatinib_10 MaxLFQ Intensity	brigatinib_100 MaxLFQ Intensity	brigatinib_1000 MaxLFQ Intensity	brigatinib_10000 MaxLFQ Intensity	dabrafenib_1 MaxLFQ Intensity	dabrafenib_10 MaxLFQ Intensity	dabrafenib_100 MaxLFQ Intensity	dabrafenib_1000 MaxLFQ Intensity	dabrafenib_10000 MaxLFQ Intensity	methotrexate_1 MaxLFQ Intensity	methotrexate_10 MaxLFQ Intensity	methotrexate_100 MaxLFQ Intensity	methotrexate_1000 MaxLFQ Intensity	methotrexate_10000 MaxLFQ Intensity	Indistinguishable Proteins
sp|P49720|PSB3_HUMAN	P49720	PSB3_HUMAN	PSMB3	205	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-3	1	0.999	10	361	361	361	9	11	10	10	10	10	14	10	13	13	11	13	12	11	10	10	13	12	12	12	11	9	11	9	11	9	10	9	11	12	10	11	12	9	11	10	10	10	10	14	10	13	13	11	13	12	11	10	10	13	12	12	12	11	9	11	9	11	9	10	9	11	12	10	11	12	9	11	10	10	10	10	14	10	13	13	11	13	12	11	10	10	13	12	12	12	11	9	11	9	11	9	10	9	11	12	10	11	12	2.55E+09	2.59E+09	2.68E+09	2.40E+09	2.47E+09	2.63E+09	2.43E+09	2.13E+09	2.19E+09	2.80E+09	2.27E+09	3.00E+09	1.70E+09	1.63E+09	1.57E+09	1.61E+09	1.78E+09	1.64E+09	1.70E+09	1.84E+09	1.74E+09	1.83E+09	1.80E+09	2.74E+09	2.59E+09	2.67E+09	2.59E+09	2.72E+09	2.13E+09	2.01E+09	2.33E+09	2.22E+09	2.16E+09	1.23E+09	1.20E+09	1.18E+09	1.09E+09	1.07E+09	1.20E+09	9.95E+08	9.29E+08	8.79E+08	1.14E+09	1.04E+09	1.22E+09	6.25E+08	6.20E+08	5.66E+08	6.83E+08	7.08E+08	6.32E+08	6.42E+08	7.53E+08	6.47E+08	6.94E+08	6.26E+08	1.17E+09	1.08E+09	1.18E+09	1.17E+09	1.13E+09	8.21E+08	7.39E+08	1.00E+09	8.16E+08	8.02E+08	
sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-2	1	0.999	9	249	249	249	9	8	4	10	8	9	8	9	8	5	7	8	8	9	8	8	9	11	10	9	9	8	8	6	5	4	6	7	8	5	4	7	7	9	8	4	10	8	9	8	9	8	5	7	8	8	9	8	8	9	11	10	9	9	8	8	6	5	4	6	7	8	5	4	7	7	9	8	4	10	8	9	8	9	8	5	7	8	8	9	8	8	9	11	10	9	9	8	8	6	5	4	6	7	8	5	4	7	7	2.33E+08	4.71E+08	4.08E+08	3.34E+08	3.53E+08	3.92E+08	3.95E+08	4.34E+08	4.32E+08	3.86E+08	3.78E+08	3.99E+08	4.49E+08	4.16E+08	4.67E+08	4.85E+08	4.68E+08	5.23E+08	5.03E+08	4.68E+08	5.03E+08	4.80E+08	4.56E+08	4.66E+08	3.49E+08	4.20E+08	1.87E+08	4.74E+08	5.17E+08	5.22E+08	5.58E+08	5.46E+08	5.51E+08	2.48E+08	2.13E+08	1.67E+08	1.86E+08	1.42E+08	1.57E+08	3.02E+08	3.38E+08	2.58E+08	2.87E+08	2.27E+08	2.26E+08	2.39E+08	2.61E+08	1.91E+08	2.74E+08	2.92E+08	2.39E+08	2.19E+08	2.37E+08	2.45E+08	2.28E+08	2.72E+08	1.22E+08	1.21E+08	1.39E+08	1.35E+08	1.44E+08	2.62E+08	2.14E+08	1.83E+08	2.44E+08	2.87E+08	
sp|P49736|MCM2_HUMAN	P49736	MCM2_HUMAN	MCM2	904	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM2	1	0.999	33	1080	1080	1080	31	32	30	35	32	30	32	33	28	34	29	29	40	36	37	34	40	35	36	40	41	33	36	30	29	29	32	27	30	30	30	32	28	31	32	30	35	32	30	32	33	28	34	29	29	40	36	37	34	40	35	36	40	41	33	36	30	29	29	32	27	30	30	30	32	28	31	32	30	35	32	30	32	33	28	34	29	29	40	36	37	34	40	35	36	40	41	33	36	30	29	29	32	27	30	30	30	32	28	3.35E+09	3.21E+09	3.30E+09	3.14E+09	3.20E+09	3.55E+09	2.91E+09	2.90E+09	2.75E+09	2.63E+09	2.92E+09	3.00E+09	3.14E+09	3.38E+09	3.17E+09	3.19E+09	3.34E+09	3.21E+09	3.11E+09	3.18E+09	3.14E+09	2.96E+09	2.92E+09	3.49E+09	3.40E+09	3.27E+09	3.49E+09	3.19E+09	2.65E+09	2.83E+09	2.83E+09	2.97E+09	3.09E+09	5.18E+08	5.43E+08	5.11E+08	5.19E+08	5.02E+08	5.29E+08	4.91E+08	5.37E+08	5.16E+08	5.00E+08	4.81E+08	4.90E+08	5.89E+08	6.05E+08	6.17E+08	6.00E+08	5.91E+08	5.95E+08	5.99E+08	5.78E+08	5.74E+08	5.68E+08	5.34E+08	5.23E+08	5.44E+08	5.32E+08	5.49E+08	4.85E+08	4.96E+08	5.07E+08	5.02E+08	5.25E+08	5.71E+08	
sp|P49748-3|ACADV_HUMAN	P49748-3	ACADV_HUMAN	ACADVL	678	Homo sapiens		"Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"	1	0.999	18	203	0	203	6	8	8	9	5	10	4	7	4	8	6	4	4	7	4	5	5	6	5	7	4	5	8	7	8	7	10	10	5	4	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	8	9	5	10	4	7	4	8	6	4	4	7	4	5	5	6	5	7	4	5	8	7	8	7	10	10	5	4	5	4	4	2.84E+08	2.64E+08	2.47E+08	2.59E+08	2.54E+08	2.79E+08	3.25E+08	3.63E+08	3.25E+08	2.60E+08	3.68E+08	2.55E+08	3.02E+08	3.08E+08	2.98E+08	1.57E+08	3.05E+08	2.94E+08	2.91E+08	1.66E+08	3.10E+08	3.54E+08	3.71E+08	2.55E+08	2.59E+08	2.56E+08	2.78E+08	2.83E+08	1.60E+08	1.85E+08	2.98E+08	2.16E+08	2.02E+08	1.15E+08	1.01E+08	1.03E+08	1.01E+08	9.97E+07	1.16E+08	1.06E+08	1.17E+08	1.03E+08	1.05E+08	1.21E+08	1.22E+08	7.43E+07	8.14E+07	6.71E+07	7.38E+07	7.56E+07	7.65E+07	7.64E+07	6.96E+07	8.26E+07	8.49E+07	1.03E+08	1.04E+08	1.05E+08	1.04E+08	1.09E+08	1.16E+08	8.40E+07	9.75E+07	1.02E+08	1.06E+08	9.31E+07	sp|P49748|ACADV_HUMAN
sp|P49750|YLPM1_HUMAN	P49750	YLPM1_HUMAN	YLPM1	2146	Homo sapiens	1:Experimental evidence at protein level	YLP motif-containing protein 1	1	0.999	41	920	37	920	28	27	24	28	25	26	29	28	32	32	29	25	28	29	30	27	28	27	28	29	25	26	31	25	24	28	27	23	30	31	30	30	31	1	1	0	0	0	0	1	0	2	2	2	1	2	2	2	1	1	2	1	2	1	3	2	0	0	1	0	1	1	1	0	2	2	28	27	24	28	25	26	29	28	32	32	29	25	28	29	30	27	28	27	28	29	25	26	31	25	24	28	27	23	30	31	30	30	31	7.78E+08	8.73E+08	7.21E+08	7.79E+08	6.73E+08	8.07E+08	1.30E+09	9.38E+08	1.20E+09	7.22E+08	7.91E+08	7.67E+08	8.57E+08	7.95E+08	8.47E+08	9.95E+08	8.01E+08	8.51E+08	7.66E+08	7.80E+08	8.59E+08	8.50E+08	8.10E+08	6.56E+08	6.66E+08	7.68E+08	7.25E+08	7.12E+08	9.36E+08	1.23E+09	1.17E+09	8.87E+08	1.21E+09	1.15E+08	1.25E+08	1.14E+08	1.25E+08	1.05E+08	1.13E+08	1.46E+08	1.49E+08	1.41E+08	1.24E+08	1.38E+08	1.22E+08	1.64E+08	1.59E+08	1.56E+08	1.50E+08	1.44E+08	1.49E+08	1.45E+08	1.40E+08	1.52E+08	1.52E+08	1.48E+08	1.08E+08	1.12E+08	1.25E+08	1.10E+08	1.17E+08	1.49E+08	1.42E+08	1.43E+08	1.34E+08	1.31E+08	
sp|P49754|VPS41_HUMAN	P49754	VPS41_HUMAN	VPS41	854	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 41 homolog	1	0.999	14	228	0	228	7	5	4	6	6	8	7	7	7	5	7	5	8	8	7	9	6	8	7	10	9	9	8	5	6	5	7	6	7	9	8	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	4	6	6	8	7	7	7	5	7	5	8	8	7	9	6	8	7	10	9	9	8	5	6	5	7	6	7	9	8	7	5	6.75E+07	6.20E+07	5.96E+07	5.72E+07	1.30E+08	6.16E+07	6.14E+07	7.31E+07	6.79E+07	4.58E+07	7.00E+07	6.98E+07	4.19E+07	5.31E+07	4.28E+07	4.99E+07	5.93E+07	5.31E+07	6.17E+07	5.76E+07	5.60E+07	5.68E+07	4.77E+07	4.88E+07	5.14E+07	4.87E+07	7.28E+07	1.01E+08	6.04E+07	5.92E+07	5.43E+07	5.02E+07	4.11E+07	1.32E+07	1.43E+07	1.45E+07	1.35E+07	1.53E+07	1.55E+07	1.29E+07	1.60E+07	1.45E+07	1.33E+07	1.55E+07	1.68E+07	1.28E+07	1.28E+07	1.28E+07	1.16E+07	1.28E+07	1.17E+07	1.23E+07	1.21E+07	1.28E+07	1.16E+07	1.13E+07	1.71E+07	1.50E+07	1.72E+07	1.51E+07	1.75E+07	1.40E+07	1.29E+07	1.24E+07	1.18E+07	1.28E+07	
sp|P49755|TMEDA_HUMAN	P49755	TMEDA_HUMAN	TMED10	219	Homo sapiens	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 10	1	0.999	8	215	215	215	8	7	7	7	5	8	8	8	7	6	6	6	6	6	6	5	7	7	7	5	4	6	6	6	4	8	7	5	9	8	7	7	6	8	7	7	7	5	8	8	8	7	6	6	6	6	6	6	5	7	7	7	5	4	6	6	6	4	8	7	5	9	8	7	7	6	8	7	7	7	5	8	8	8	7	6	6	6	6	6	6	5	7	7	7	5	4	6	6	6	4	8	7	5	9	8	7	7	6	5.12E+08	5.82E+08	5.14E+08	4.16E+08	5.93E+08	5.34E+08	4.97E+08	4.41E+08	3.97E+08	4.26E+08	3.51E+08	4.69E+08	3.17E+08	3.87E+08	3.54E+08	2.86E+08	2.83E+08	2.88E+08	3.35E+08	3.03E+08	4.31E+08	3.85E+08	4.01E+08	5.96E+08	5.69E+08	5.14E+08	4.22E+08	5.50E+08	4.96E+08	4.08E+08	4.72E+08	3.56E+08	4.35E+08	1.90E+08	2.36E+08	2.24E+08	1.86E+08	2.59E+08	2.12E+08	2.38E+08	1.88E+08	1.94E+08	2.02E+08	2.01E+08	1.93E+08	1.89E+08	1.82E+08	1.79E+08	1.60E+08	1.53E+08	1.52E+08	1.80E+08	1.63E+08	1.75E+08	1.83E+08	1.95E+08	1.92E+08	2.22E+08	2.18E+08	1.73E+08	2.19E+08	2.25E+08	2.07E+08	2.60E+08	2.20E+08	2.19E+08	
sp|P49756|RBM25_HUMAN	P49756	RBM25_HUMAN	RBM25	843	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 25	1	0.999	28	661	369	661	20	20	16	18	15	18	20	23	21	23	19	24	24	19	17	18	21	20	19	20	20	22	23	21	19	18	18	17	23	23	20	18	24	10	10	7	9	7	9	10	13	12	14	10	14	16	11	10	9	12	12	10	13	12	13	15	11	10	10	8	8	15	14	12	9	14	20	20	16	18	15	18	20	23	21	23	19	24	24	19	17	18	21	20	19	20	20	22	23	21	19	18	18	17	23	23	20	18	24	1.26E+09	1.25E+09	1.19E+09	1.18E+09	1.30E+09	1.33E+09	1.34E+09	1.54E+09	1.41E+09	1.39E+09	1.38E+09	1.35E+09	1.30E+09	1.33E+09	1.21E+09	1.34E+09	1.27E+09	1.27E+09	1.32E+09	1.23E+09	1.33E+09	1.26E+09	1.31E+09	1.33E+09	1.30E+09	1.26E+09	1.09E+09	1.22E+09	1.42E+09	1.44E+09	1.47E+09	1.33E+09	1.43E+09	2.46E+08	2.50E+08	2.41E+08	2.42E+08	2.47E+08	2.77E+08	2.28E+08	2.54E+08	2.50E+08	2.54E+08	2.57E+08	2.41E+08	2.32E+08	2.55E+08	2.43E+08	2.40E+08	2.39E+08	2.51E+08	2.46E+08	2.36E+08	2.50E+08	2.39E+08	2.66E+08	2.51E+08	2.37E+08	2.45E+08	2.21E+08	2.39E+08	2.40E+08	2.48E+08	2.34E+08	2.24E+08	2.30E+08	
sp|P49757-3|NUMB_HUMAN	P49757-3	NUMB_HUMAN	NUMB	640	Homo sapiens		Isoform 3 of Protein numb homolog	1	0.999	10	148	0	148	2	3	3	6	3	3	3	3	3	3	4	4	5	3	8	3	6	7	6	6	8	8	6	4	7	3	3	4	4	5	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	6	3	3	3	3	3	3	4	4	5	3	8	3	6	7	6	6	8	8	6	4	7	3	3	4	4	5	4	4	4	3.50E+07	3.17E+07	4.05E+07	4.44E+07	3.63E+07	2.47E+07	3.25E+07	4.87E+07	4.10E+07	1.28E+07	5.08E+07	3.96E+07	1.20E+08	8.34E+07	1.13E+08	6.74E+07	8.43E+07	1.42E+08	1.24E+08	1.21E+08	1.09E+08	1.07E+08	1.23E+08	3.27E+07	4.75E+07	3.98E+07	2.83E+07	3.92E+07	4.60E+07	3.74E+07	4.06E+07	2.76E+07	2.68E+07	2.02E+07	2.01E+07	1.86E+07	2.18E+07	1.80E+07	1.60E+07	2.31E+07	2.64E+07	2.15E+07	1.47E+07	2.44E+07	2.02E+07	2.20E+07	1.94E+07	2.21E+07	2.18E+07	1.99E+07	2.34E+07	2.25E+07	2.09E+07	2.06E+07	2.29E+07	3.35E+07	1.94E+07	1.98E+07	2.12E+07	1.78E+07	2.01E+07	2.70E+07	2.21E+07	1.93E+07	1.63E+07	1.70E+07	sp|P49757|NUMB_HUMAN
sp|P49759-3|CLK1_HUMAN	P49759-3	CLK1_HUMAN	CLK1	526	Homo sapiens		Isoform 3 of Dual specificity protein kinase CLK1	1	0.999	12	143	0	143	3	3	4	4	4	4	2	2	2	5	2	3	3	3	3	3	3	3	6	9	11	13	15	3	4	2	4	4	2	3	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	4	4	4	2	2	2	5	2	3	3	3	3	3	3	3	6	9	11	13	15	3	4	2	4	4	2	3	3	5	3	1.85E+07	2.07E+07	1.67E+07	1.56E+07	2.05E+07	2.14E+07	1.86E+07	1.04E+07	1.69E+07	2.54E+07	1.79E+07	1.90E+07	2.95E+07	2.98E+07	3.09E+07	1.57E+07	2.56E+07	1.19E+08	8.86E+07	2.11E+08	4.23E+08	4.22E+08	3.65E+08	2.34E+07	2.16E+07	1.77E+07	1.58E+07	1.90E+07	1.70E+07	1.82E+07	2.22E+07	2.37E+07	2.41E+07	9251660	1.05E+07	8364021.5	7489444	1.08E+07	1.05E+07	9172600	8893080	8359653.5	9121124	9585003	9529723	8421346	7207348.5	7171013.5	7911174	7634088.5	7996518.5	1.79E+07	4.95E+07	6.93E+07	8.00E+07	7.86E+07	1.12E+07	1.16E+07	9344224	7795577	9476881	7613336.5	7637083.5	9649639	9357379	9833202	sp|P49759|CLK1_HUMAN
sp|P49760-3|CLK2_HUMAN	P49760-3	CLK2_HUMAN	CLK2	498	Homo sapiens		Isoform 3 of Dual specificity protein kinase CLK2	0.9583	0.999	1	11	0	11	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	2272129.2	0	3017528.5	3808043.8	0	3552257.2	0	3383079.2	2009872.2	1011987.5	1764541.6	0	3688469.5	699248.56	3783876.2	5410560	0	0	0	0	0	5007085	6012475.5	4264929	3760926.5	4245993	0	0	0	0	0	0	0	2272129.2	0	3017528.5	3808043.8	0	3552257.2	0	3383079.2	2009872.2	1011987.5	1764541.6	0	3688469.5	699248.56	3783876.2	5410560	0	0	0	0	0	5007085	6012475.5	4264929	3760926.5	4245993	sp|P49760|CLK2_HUMAN
sp|P49761-1|CLK3_HUMAN	P49761-1	CLK3_HUMAN	CLK3	490	Homo sapiens		Isoform 1 of Dual specificity protein kinase CLK3	1	0.999	6	134	0	134	5	2	4	6	5	3	5	4	5	4	4	3	4	3	3	4	2	3	4	4	4	5	5	5	4	5	4	5	4	4	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	6	5	3	5	4	5	4	4	3	4	3	3	4	2	3	4	4	4	5	5	5	4	5	4	5	4	4	3	5	4	9.09E+07	7.06E+07	6.36E+07	1.09E+08	7.40E+07	5.76E+07	8.69E+07	7.64E+07	1.02E+08	8.47E+07	7.99E+07	4.87E+07	7.43E+07	7.64E+07	6.72E+07	8.57E+07	6.95E+07	7.78E+07	7.13E+07	1.11E+08	1.36E+08	1.87E+08	2.40E+08	5.70E+07	6.40E+07	6.26E+07	6.57E+07	5.94E+07	9.23E+07	8.03E+07	3.13E+07	1.02E+08	5.69E+07	2.34E+07	2.57E+07	2.19E+07	3.19E+07	2.32E+07	3.02E+07	3.29E+07	3.40E+07	4.07E+07	2.83E+07	2.96E+07	2.89E+07	3.18E+07	3.39E+07	2.94E+07	3.38E+07	2.76E+07	3.18E+07	2.90E+07	4.45E+07	5.60E+07	7.46E+07	1.01E+08	2.17E+07	2.31E+07	2.33E+07	2.48E+07	2.15E+07	3.36E+07	2.86E+07	3.43E+07	3.56E+07	3.47E+07	sp|P49761|CLK3_HUMAN
sp|P49768-2|PSN1_HUMAN	P49768-2	PSN1_HUMAN	PSEN1	463	Homo sapiens		Isoform 2 of Presenilin-1	1	0.999	4	81	0	81	3	3	4	4	4	3	2	3	1	3	3	3	2	1	1	1	1	1	2	1	2	2	1	4	3	4	4	4	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	4	4	3	2	3	1	3	3	3	2	1	1	1	1	1	2	1	2	2	1	4	3	4	4	4	3	2	2	2	2	4.58E+07	8.84E+07	9.02E+07	1.17E+08	9.82E+07	9.44E+07	4.38E+07	6.20E+07	2.72E+07	4.36E+07	4.65E+07	5.04E+07	2.23E+07	2.02E+07	2.49E+07	1.62E+07	2.31E+07	1.74E+07	2.24E+07	2.27E+07	2.07E+07	2.01E+07	2.59E+07	7.18E+07	7.69E+07	8.34E+07	9.52E+07	9.02E+07	3.65E+07	3.65E+07	3.02E+07	4.19E+07	3.22E+07	2.95E+07	3.47E+07	3.02E+07	3.42E+07	3.39E+07	3.54E+07	2.19E+07	3.62E+07	2.21E+07	2.52E+07	2.62E+07	2.56E+07	1.85E+07	1.57E+07	2.14E+07	1.19E+07	1.83E+07	1.49E+07	1.89E+07	1.80E+07	1.82E+07	1.66E+07	2.19E+07	3.41E+07	3.38E+07	3.44E+07	3.63E+07	3.90E+07	1.45E+07	1.74E+07	1.18E+07	2.01E+07	1.44E+07	"sp|P49768-7|PSN1_HUMAN, sp|P49768|PSN1_HUMAN"
sp|P49770|EI2BB_HUMAN	P49770	EI2BB_HUMAN	EIF2B2	351	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit beta	1	0.999	10	269	269	269	11	10	12	9	9	7	8	5	11	7	6	9	8	5	7	7	9	7	8	7	8	7	8	9	8	10	11	8	7	7	8	8	8	11	10	12	9	9	7	8	5	11	7	6	9	8	5	7	7	9	7	8	7	8	7	8	9	8	10	11	8	7	7	8	8	8	11	10	12	9	9	7	8	5	11	7	6	9	8	5	7	7	9	7	8	7	8	7	8	9	8	10	11	8	7	7	8	8	8	4.40E+08	4.33E+08	4.83E+08	6.67E+08	4.72E+08	4.55E+08	4.50E+08	3.67E+08	4.99E+08	3.37E+08	3.77E+08	9.05E+08	4.01E+08	3.79E+08	3.95E+08	4.18E+08	4.09E+08	3.94E+08	4.01E+08	4.20E+08	4.25E+08	3.98E+08	5.13E+08	5.21E+08	5.18E+08	4.23E+08	4.75E+08	4.12E+08	3.67E+08	4.62E+08	4.58E+08	4.75E+08	4.34E+08	1.14E+08	1.12E+08	1.02E+08	1.28E+08	1.08E+08	1.09E+08	1.40E+08	1.32E+08	1.44E+08	1.47E+08	1.43E+08	1.38E+08	1.23E+08	1.08E+08	1.19E+08	1.23E+08	1.18E+08	1.14E+08	1.15E+08	1.17E+08	1.27E+08	1.18E+08	1.48E+08	1.25E+08	1.05E+08	1.13E+08	9.71E+07	9.52E+07	1.46E+08	1.18E+08	1.39E+08	1.30E+08	1.24E+08	
